row ID,Cluster,SlogP,SMR,LabuteASA,TPSA,AMW,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3
Row3593,Non-binders,-0.1771,51.2654,78.60901404,83.54,194.194,2,4,0,6,14,24,0,0,2,2,0,0,2,0,0,0,0,0,0.375,7.702487603,4.399277255,3.012057927,2.014889228,1.413149382,4.399277255,3.012057927,2.014889228,1.413149382,-1.85,8.735233269,3.132343598,1.152838741
Row3594,Non-binders,1.2027,55.2177,85.79079381,59.39,199.217,1,4,0,5,15,24,0,0,3,3,0,0,2,0,0,1,0,0,0.1,7.960062778,4.67714058,3.293707273,2.216763495,1.548342702,4.67714058,3.293707273,2.216763495,1.548342702,-2.17,8.164203918,3.197887033,1.475928665
Row3595,Non-binders,4.09272,70.297,107.2222425,38.92,242.322,0,3,0,3,18,36,0,0,3,2,1,1,1,0,0,1,1,1,0.466666667,10.72496073,6.740040709,5.106077266,3.782119311,2.683749539,6.740040709,5.106077266,3.782119311,2.683749539,-1.64,11.45039258,4.924947407,2.171006111
Row3596,Non-binders,2.4035,58.554,92.87002645,43.6,222.679,0,4,0,5,15,26,0,0,2,2,0,0,1,0,0,1,0,0,0.3,9.14636244,5.208862057,3.668963078,2.321705683,1.498759981,4.830897584,3.232527298,2.069729368,1.372771824,-1.42,10.10988008,4.400199678,2.15204276
Row3597,Non-binders,2.85919,68.3007,98.7424059,37.79,234.324,1,3,0,4,16,30,0,0,2,2,0,0,1,0,0,1,0,0,0.333333333,10.01092818,5.864394993,4.172778595,2.947101479,2.002395794,5.456146702,3.786080264,2.624652869,1.718240754,-1.42,11.07700004,4.614856185,1.9279751
Row3598,Non-binders,2.8159,68.3497,104.4594687,29.1,239.249,1,1,1,3,18,28,0,0,2,2,0,0,0,0,0,2,0,0,0,9.482365186,5.381140253,3.549995827,2.21621492,1.366564096,5.381140253,3.549995827,2.21621492,1.366564096,-2.6,11.87293278,5.64604769,3.193601587
Row3599,Non-binders,1.2981,53.1225,87.45071894,29.54,209.22,0,2,1,4,15,27,0,0,2,1,1,1,0,1,1,1,0,0,0.363636364,8.279502851,4.897886186,3.411466184,2.389469458,1.541481726,4.897886186,3.411466184,2.389469458,1.541481726,-1.42,10.10988008,4.400199678,2.330709892
Row3600,Non-binders,2.41632,57.7234,87.10382982,43.84,207.664,1,3,0,4,14,24,0,0,2,2,0,0,1,0,0,1,0,0,0.1,8.492422225,4.625159712,3.53524046,2.182246887,1.434585839,4.247195239,3.09880468,1.930270572,1.308597681,-1.48,9.089832989,3.345987638,1.585801064
Row3601,Non-binders,-0.5157,59.3001,94.04046834,103.53,239.26,3,5,1,8,16,25,0,0,2,2,0,0,2,0,0,0,0,0,0.25,9.220125694,5.457893938,3.9292644,2.789791445,1.831966221,4.472295378,2.965215799,1.916479003,1.099112497,-1.83,10.67997506,4.35236406,2.056921168
Row3602,Non-binders,2.861,72.587,108.055349,29.54,245.322,0,3,0,3,18,37,0,0,2,1,0,1,0,0,1,1,0,0,0.4,11.3575683,6.203157936,4.982792327,3.481621306,2.554441598,6.203157936,4.982792327,3.481621306,2.554441598,-1.77,12.68083266,4.482425936,1.897526809
Row3603,Non-binders,1.6461,66.5887,106.3315605,55.4,247.294,1,3,1,4,18,35,0,0,2,1,1,1,0,0,0,1,1,1,0.428571429,10.22438039,6.22756306,4.497866099,3.116533018,1.746017507,6.22756306,4.497866099,3.116533018,1.746017507,-1.84,12.61261654,6.18993653,3.583435177
Row3604,Non-binders,-1.6854,54.189,97.99018974,87.03,242.235,0,7,0,8,17,31,0,0,2,1,1,1,1,1,1,0,0,0,0.666666667,9.534731719,5.394621958,3.337415852,2.190480009,1.416494704,5.394621958,3.337415852,2.190480009,1.416494704,-1.83,11.64944517,5.48402826,3.064386648
Row3605,Non-binders,1.2844,64.8397,98.09364456,50.69,236.296,1,4,1,5,16,28,0,0,2,1,0,1,0,0,1,1,0,0,0.272727273,9.496526737,5.979392821,4.268860713,2.836261679,1.976218243,4.993794262,3.185238957,1.944964818,1.231716472,-1.49,11.0091684,5.554633763,3.270822427
Row3606,Non-binders,1.81292,68.1834,95.58007681,36.42,221.329,2,2,0,4,15,30,0,0,1,1,0,0,0,0,0,1,0,0,0.272727273,9.765816594,5.264880635,3.551842736,1.994803834,1.312987371,4.856632344,3.143594446,1.759179174,1.115945176,-1.42,11.6536377,6.1366126,4.55632018
Row3607,Non-binders,1.1489,57.2664,86.29365452,75.35,202.213,3,3,1,4,15,25,0,0,2,2,0,0,0,0,0,2,0,0,0,7.89691377,4.448456885,3.189969508,2.239744871,1.487895521,4.448456885,3.189969508,2.239744871,1.487895521,-2.07,9.483686286,3.588113482,1.622057457
Row3608,Non-binders,0.2088,70.8258,103.0804461,92.91,246.27,3,5,0,6,18,32,0,0,2,2,0,0,1,0,0,1,0,0,0.166666667,9.934918573,5.47460178,3.841260728,2.673126908,1.752349912,5.47460178,3.841260728,2.673126908,1.752349912,-2.5,11.97015611,4.785196922,2.12585034
Row3609,Non-binders,0.9825,68.1447,102.9188649,27.74,243.376,1,3,0,5,16,37,1,1,2,0,2,2,0,2,2,0,0,0,0.909090909,10.76162487,6.568652211,4.920026576,3.502196452,2.484481845,6.160403921,4.533328245,3.099659995,2.287661496,-0.39,12.07713915,5.795046599,3.056318071
Row3610,Non-binders,2.9547,61.3404,87.4182835,38.91,204.298,1,3,0,3,14,26,0,0,2,2,0,0,1,0,0,1,0,0,0.181818182,8.843166863,5.431977376,4.158664938,3.11107507,2.224991513,4.615480795,3.043465067,2.082225814,1.431101879,-1.35,9.214612433,3.798984036,1.632188777
Row3611,Non-binders,2.0539,55.7115,88.12096773,51.05,207.229,1,4,0,4,15,28,1,1,2,1,0,1,0,0,1,1,0,0,0.363636364,8.51188868,4.854316605,3.633562945,2.315805129,1.606217225,4.854316605,3.633562945,2.315805129,1.606217225,-1.71,9.830243805,4.209934233,2.205604315
Row3612,Non-binders,2.6881,58.0584,95.66211192,43.84,241.216,1,3,0,6,17,27,0,0,2,2,0,0,1,0,0,1,0,0,0.181818182,8.992422225,4.860732638,3.596238479,2.422556254,1.624833445,4.860732638,3.596238479,2.422556254,1.624833445,-1.98,11.50378977,3.796604616,1.975669493
Row3613,Non-binders,2.71509,68.2307,98.7424059,37.79,234.324,1,3,0,4,16,30,0,0,2,2,0,0,1,0,0,1,0,0,0.333333333,10.17406488,5.72023704,4.672039443,2.759549965,1.997297106,5.31198875,4.285341112,2.437101355,1.72989356,-1.42,11.07700004,4.215151388,1.9279751
Row3614,Non-binders,0.6218,37.7892,60.64775929,63.32,153.609,2,2,0,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5.985984151,2.689532624,1.639520459,0.844766312,0.420563292,2.689532624,1.639520459,0.844766312,0.420563292,-0.28,11.50833617,7.72,11.33771043
Row3615,Non-binders,2.6113,57.1447,84.96932491,37.81,191.278,1,3,0,3,14,31,0,0,2,1,1,1,1,0,0,0,1,1,0.636363636,8.446468955,5.485449757,3.905222998,2.754168596,1.979904638,5.485449757,3.905222998,2.754168596,1.979904638,-1.12,9.435606308,4.935479437,2.687262084
Row3616,Non-binders,2.0362,63.1807,93.83979897,15.27,218.772,1,2,0,3,14,37,0,0,2,0,2,2,0,2,2,0,0,0,1,9.820376548,5.914257784,4.431356103,3.465727907,2.632126617,5.914257784,4.431356103,3.465727907,2.632126617,0.21,12.28037298,6.649246064,3.41071595
Row3617,Non-binders,2.7301,49.0337,75.18902552,28.68,178.622,1,1,0,3,12,19,0,0,2,2,0,0,1,0,0,1,0,0,0,7.04520863,3.99212807,2.913644649,1.907941229,1.172091575,3.614163597,2.477208868,1.655964914,1.046103417,-1.28,7.373472958,2.990846687,1.336402454
Row3618,Non-binders,2.4879,51.2252,73.02529603,46.25,165.236,2,2,0,2,12,27,1,1,1,1,0,0,0,0,0,1,0,0,0.4,7.541071723,4.231696279,3.127548974,2.23299528,1.11522457,4.231696279,3.127548974,2.23299528,1.11522457,-1.18,8.912421442,3.47818158,1.698504461
Row3619,Non-binders,0.0598,64.7469,98.82543025,73.39,239.3,4,3,1,6,16,29,0,0,1,1,0,0,0,0,0,1,0,0,0.2,9.596714615,5.068577365,3.503772646,2.149720292,1.083394887,4.660329074,3.095524356,1.843534074,1.03236385,-1.82,12.25052186,5.915919136,4.138411667
Row3620,Non-binders,3.6547,65.638,98.12957193,17.3,228.682,0,2,0,3,16,25,0,0,3,3,0,0,2,0,0,1,0,0,0,9.224473033,5.402882356,4.041390752,2.708085393,1.88080883,5.024917883,3.604954972,2.484507228,1.71267613,-1.8,9.427709191,3.650208086,1.572123603
Row3621,Non-binders,3.2101,60.7927,89.22594472,24.39,206.264,1,2,0,3,15,30,0,0,2,1,0,1,0,0,1,1,0,0,0.416666667,8.670113051,5.403737396,3.770967855,2.507207001,1.675960119,5.403737396,3.770967855,2.507207001,1.675960119,-1.38,10.14848168,4.91487252,3.045068097
Row3622,Non-binders,0.072,52.8189,86.00222037,84.55,229.236,2,3,0,7,15,23,1,1,2,1,0,1,0,0,1,1,0,0,0.125,8.330521136,5.548751771,4.462043171,2.97621215,2.311506833,4.108688442,3.093634045,1.991473742,1.321162983,-1.47,10.06163851,3.281612537,1.973937117
Row3623,Non-binders,3.69574,75.1617,108.2327794,29.33,243.354,1,3,0,3,18,39,0,0,3,2,1,1,2,0,0,0,1,1,0.533333333,11.23936217,6.957156533,5.457385373,3.901966333,2.878344836,6.957156533,5.457385373,3.901966333,2.878344836,-1.51,11.57309902,4.634728219,2.09353529
Row3624,Non-binders,3.10952,55.4275,94.90648349,48.91,242.2,2,2,0,6,17,26,0,0,2,2,0,0,1,0,0,1,0,0,0.181818182,8.837721687,4.803151244,3.685222362,2.311270235,1.459957077,4.803151244,3.685222362,2.311270235,1.459957077,-1.98,11.50378977,3.796604616,2.247685651
Row3625,Non-binders,2.54704,58.2808,89.69035689,46.53,208.257,1,2,0,3,15,31,0,0,1,1,0,0,0,0,0,1,0,0,0.416666667,9.117081328,5.018100549,3.543800541,2.347474539,1.286061183,5.018100549,3.543800541,2.347474539,1.286061183,-1.51,11.56412898,5.390423374,3.6181764
Row3626,Non-binders,2.02324,50.791,81.2107984,30.71,191.209,0,3,0,4,14,24,0,0,2,2,0,0,2,0,0,0,0,0,0.2,8.029006336,4.32838343,3.157413248,1.927011987,1.376340249,4.32838343,3.157413248,1.927011987,1.376340249,-1.71,8.869309392,3.212626491,1.505191555
Row3627,Non-binders,1.8293,66.6391,93.62784231,36.09,227.358,3,3,0,5,14,27,0,0,1,1,0,0,0,0,0,1,0,0,0.222222222,9.75889082,5.770856948,3.848981111,2.49560037,1.656082427,4.137863786,2.561080009,1.56613781,0.976700964,-0.78,11.29564297,5.847297897,3.53018856
Row3628,Non-binders,1.6945,62.897,95.76950204,38.77,223.272,0,3,1,4,16,33,0,0,1,1,0,0,0,0,0,1,0,0,0.416666667,9.680030156,5.251932405,3.197206611,2.192858636,1.339032531,5.251932405,3.197206611,2.192858636,1.339032531,-1.55,12.51920415,6.846523838,3.547527181
Row3629,Non-binders,2.7922,54.7458,80.83796886,37.3,194.255,1,2,0,3,13,23,0,0,1,1,0,0,1,0,0,0,0,0,0.1,8.044308372,4.690585833,3.55461739,2.242369354,1.460565774,3.810933022,2.575345082,1.404820696,0.842552451,-1.35,9.73583691,4.620925695,3.712842899
Row3630,Non-binders,3.127,74.492,105.2297183,6.48,232.371,0,2,0,2,17,41,1,1,2,1,1,1,0,1,1,1,0,0,0.6,11.31671244,6.669207566,5.376153503,3.778975959,2.526505459,6.669207566,5.376153503,3.778975959,2.526505459,-1.02,12.43726907,5.54403684,3.223782831
Row3631,Non-binders,2.3837,61.6,93.21139374,20.31,219.309,0,3,0,3,15,28,0,0,4,1,3,3,1,3,3,0,0,0,0.416666667,9.295385228,6.317605625,4.99186724,4.00692203,3.042972788,5.374796583,4.211833926,3.305456136,2.424959466,-1.09,9.158814336,3.488988893,1.509114302
Row3632,Non-binders,1.4878,51.5005,76.43093615,48.91,176.219,2,2,0,3,13,25,0,0,2,2,0,0,1,0,0,1,0,0,0.3,7.325148611,4.444345021,3.027806623,2.01011321,1.370540186,4.444345021,3.027806623,2.01011321,1.370540186,-1.35,8.257414582,3.577468009,1.700066937
Row3633,Non-binders,-0.54112,45.4754,80.88684783,102.41,198.178,1,6,0,6,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0.375,7.864663808,3.602381875,2.256532739,1.384896101,0.666662548,3.602381875,2.256532739,1.384896101,0.666662548,-2.03,11.97,5.587327549,3.145358933
Row3634,Non-binders,3.4079,71.4297,102.0960119,41.99,242.303,1,3,1,4,17,27,0,0,3,3,0,0,1,0,0,2,0,0,0.076923077,10.04430837,6.114116484,4.864294486,3.502557265,2.793733186,5.297619903,3.833645604,2.566513802,1.865380502,-1.94,10.22910319,3.818647243,1.762749698
Row3635,Non-binders,2.96002,70.4137,101.7762853,45.75,242.303,1,3,0,4,17,27,0,0,3,3,0,0,2,0,0,1,0,0,0.076923077,10.04430837,6.164192631,4.83164094,3.542263991,2.446829641,5.284539819,3.915524862,2.639862575,1.721305991,-1.94,10.22910319,3.818647243,1.762749698
Row3636,Non-binders,1.4681,59.2564,90.91089737,60.91,221.647,1,4,0,5,15,23,0,0,2,2,0,0,1,0,0,1,0,0,0,8.478020785,4.664517212,3.344363132,2.326521365,1.327465744,4.286552739,2.966398659,1.946636375,1.19861658,-1.81,9.733912005,3.744477633,1.712117863
Row3637,Non-binders,2.8227,74.2844,105.4528192,56.73,240.31,1,4,0,4,18,34,0,0,3,3,0,0,2,0,0,1,0,0,0.285714286,10.59019945,6.156026969,5.002184512,3.042274197,2.337970033,6.156026969,5.002184512,3.042274197,2.337970033,-2.1,11.01700634,3.978426224,1.610333401
Row3638,Non-binders,2.24032,67.1947,103.8816957,63.69,240.266,1,4,0,5,18,30,0,0,3,3,0,0,2,0,0,1,0,0,0.153846154,9.921097473,5.651812073,4.057692781,2.646241423,1.805929984,5.651812073,4.057692781,2.646241423,1.805929984,-2.43,10.70691101,4.44435697,2.021226045
Row3639,Non-binders,2.0645,65.1405,100.8786923,56.99,229.283,0,4,0,4,17,32,0,0,2,1,1,1,1,1,1,0,0,0,0.461538462,10.15566647,5.808357137,4.354652787,3.098316925,2.201284831,5.808357137,4.354652787,3.098316925,2.201284831,-1.89,11.59117362,4.540801384,2.138037301
Row3640,Non-binders,0.87092,49.025,79.19867498,66.4,199.231,2,3,1,5,13,22,0,0,1,1,0,0,1,0,0,0,0,0,0.25,7.850262367,4.474390343,3.774613767,2.363773003,1.583478067,3.657893762,2.486712665,1.364323592,0.799565904,-1.36,9.725910653,4.042240959,2.868550296
Row3641,Non-binders,1.7098,55.6904,89.21086964,82.58,221.168,0,5,0,6,16,23,0,0,2,2,0,0,1,0,0,1,0,0,0.1,8.297856125,4.377770226,3.033033921,2.167889871,1.468364873,4.377770226,3.033033921,2.167889871,1.468364873,-2.37,10.15813323,3.651318698,1.400722969
Row3642,Non-binders,2.58022,57.4387,87.5515623,41.99,210.302,1,3,1,4,14,28,0,0,2,1,1,1,1,0,0,0,1,1,0.6,9.06333442,5.804521554,4.98146821,3.405570473,2.475390537,4.988024973,3.746695182,2.577365449,1.8079694,-0.9,9.647256174,4.086623174,2.121982347
Row3643,Non-binders,0.4092,62.4274,102.3575748,79.15,248.319,3,5,0,5,17,41,6,2,1,0,1,1,0,1,1,0,0,0,1,10.74355933,6.249116347,4.953060859,3.045178271,1.838797212,6.249116347,4.953060859,3.045178271,1.838797212,-0.2,14.85952381,6.657494614,4.892286681
Row3644,Non-binders,2.4608,57.5475,86.05754663,45.15,206.27,2,4,0,4,14,24,0,0,2,2,0,0,1,0,0,1,0,0,0.1,8.290380459,5.142682086,3.714088942,2.584806841,1.669729907,4.263029275,2.819522824,1.854000746,1.141896099,-1.55,9.022684181,4.10626719,2.028267886
Row3645,Non-binders,2.90838,61.2107,97.47806689,61.85,233.658,1,4,0,5,16,24,0,0,2,2,0,0,1,0,0,1,0,0,0.090909091,9.245969977,4.973365662,3.445598783,2.393979027,1.531777799,4.595401189,3.038398656,2.064390806,1.315210874,-1.99,10.52522392,4.251196765,1.729904736
Row3646,Non-binders,2.37764,68.134,104.1791845,56.51,246.262,0,4,0,4,18,32,0,0,2,2,0,0,1,0,0,1,0,0,0.285714286,10.57215075,5.650883123,4.288175521,2.870523848,1.703165378,5.650883123,4.288175521,2.870523848,1.703165378,-2.1,12.35936767,4.64319769,2.273070233
Row3647,Non-binders,2.2421,65.2866,102.4374474,85.13,243.222,1,4,1,6,18,27,0,0,2,2,0,0,1,0,0,1,0,0,0,9.237974216,5.130644299,3.464271719,2.283561224,1.45853095,5.130644299,3.464271719,2.283561224,1.45853095,-2.76,11.71744425,5.046803478,2.487261434
Row3648,Non-binders,-2.2634,57.4298,122.453953,60.36,240.234,1,3,0,4,17,30,1,1,2,1,0,1,0,0,0,1,0,1,0.307692308,11.84913214,5.355604769,3.993191688,2.91571302,2.150517021,5.355604769,3.993191688,2.91571302,2.150517021,-0.61,14.45101281,6.356997206,3.42348941
Row3649,Non-binders,3.5107,71.4485,108.3980373,34.14,244.334,0,2,0,2,18,38,2,2,2,1,1,1,0,0,0,1,1,1,0.5,11.27216203,6.525874227,6.196658204,3.784037052,3.147205074,6.525874227,6.196658204,3.784037052,3.147205074,-1.44,13.00260875,4.67601829,2.525294086
Row3650,Non-binders,0.24622,51.5826,80.52050673,72.42,190.206,2,4,1,5,14,24,0,0,2,2,0,0,2,0,0,0,0,0,0.111111111,7.689426827,4.184100495,2.948121329,2.050398592,1.455423692,4.184100495,2.948121329,2.050398592,1.455423692,-1.88,8.706518441,3.115229425,1.144434177
Row3651,Non-binders,1.2284,53.2707,87.18292613,47.56,205.213,1,3,1,4,15,26,0,0,3,1,1,2,0,1,2,1,0,0,0.363636364,8.155466292,5.017072974,3.666766367,2.728099228,2.025009844,5.017072974,3.666766367,2.728099228,2.025009844,-1.39,8.881421718,3.04921152,1.119442799
Row3652,Non-binders,1.4385,58.0052,91.80920159,67.49,215.212,1,4,1,5,16,25,0,0,2,2,0,0,2,0,0,0,0,0,0,8.329725925,4.640253996,2.9310309,1.795652772,1.072225882,4.640253996,2.9310309,1.795652772,1.072225882,-2.43,10.10023084,4.879532198,2.537582762
Row3653,Non-binders,0.81012,59.1776,91.76658885,85.93,217.232,3,3,1,6,16,27,0,0,2,2,0,0,2,0,0,0,0,0,0.1,8.689426827,4.743185768,3.260786703,1.930309175,1.176600747,4.743185768,3.260786703,1.930309175,1.176600747,-2.37,10.15813323,4.433249572,2.353524917
Row3654,Non-binders,-0.0236,57.2484,93.2576412,71.09,219.244,2,3,2,5,16,29,0,0,2,1,1,1,1,0,0,0,1,1,0.363636364,8.771781866,5.230941503,3.785874829,2.321223268,1.241871619,5.230941503,3.785874829,2.321223268,1.241871619,-1.91,10.60258607,4.740589768,3.047178963
Row3655,Non-binders,0.61828,57.1647,94.47299199,82.43,225.248,1,5,2,6,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9.826278844,4.699795138,3.141235112,1.862514289,0.841961223,4.699795138,3.141235112,1.862514289,0.841961223,-2.03,13.97,6.453043494,4.002881594
Row3656,Non-binders,3.1097,61.9487,94.8553543,41.99,226.707,1,2,1,4,15,30,1,1,1,1,0,0,1,0,0,0,0,0,0.454545455,9.712969944,5.433615755,3.977066446,2.371507445,1.375081852,5.055651282,3.540630666,2.14792928,1.263292769,-1.09,11.98189073,5.708980946,3.876441402
Row3657,Non-binders,1.41672,48.996,87.38735957,47.26,229.161,0,4,0,7,16,22,0,0,2,2,0,0,2,0,0,0,0,0,0.222222222,8.115833304,4.330335375,3.188320737,2.031359279,1.340188401,4.330335375,3.188320737,2.031359279,1.340188401,-1.92,10.59291432,3.291763667,1.639044675
Row3658,Non-binders,1.9162,69.3574,105.3309791,54.12,244.294,2,3,0,4,18,34,2,2,3,2,0,1,1,0,1,1,0,0,0.357142857,10.48770498,6.137699339,4.731036552,3.624789126,2.752193561,6.137699339,4.731036552,3.624789126,2.752193561,-1.81,11.29007946,4.137177457,1.607390731
Row3659,Non-binders,3.0576,70.635,105.4485748,29.54,249.335,0,4,0,4,17,32,0,0,2,1,0,1,0,0,1,1,0,0,0.307692308,11.00496291,6.327173736,4.8354288,3.692933827,3.012930852,5.510677155,3.773201803,2.580423747,1.815314916,-1.42,12.04795811,4.835812598,2.313633451
Row3660,Non-binders,1.46512,61.7099,97.71669981,83.28,232.243,2,4,1,6,17,29,0,0,2,2,0,0,2,0,0,0,0,0,0.181818182,9.520324849,5.071069812,3.551640038,2.141491155,1.265776994,5.071069812,3.551640038,2.141491155,1.265776994,-2.37,11.12546269,4.647180253,2.599638454
Row3661,Non-binders,0.24622,51.5826,80.52050673,72.42,190.206,2,4,1,5,14,24,0,0,2,2,0,0,2,0,0,0,0,0,0.111111111,7.689426827,4.184100495,2.948121329,2.114948314,1.401789455,4.184100495,2.948121329,2.114948314,1.401789455,-1.88,8.706518441,3.115229425,1.144434177
Row3662,Non-binders,-1.4091,62.7526,97.28712893,96.82,241.247,2,7,0,7,17,32,0,0,1,1,0,0,1,0,0,0,0,0,0.5,9.966778121,5.0267718,3.595105212,2.444452006,1.446836646,5.0267718,3.595105212,2.444452006,1.446836646,-1.89,13.17618134,4.96083648,2.28241067
Row3663,Non-binders,2.84331,55.6907,81.85099958,20.72,190.271,1,2,0,3,13,23,0,0,2,2,0,0,1,0,0,1,0,0,0.1,8.136060082,4.517143658,3.308415242,2.338753392,1.570995302,4.108895368,2.921716911,2.024205914,1.343747684,-1.35,8.257414582,3.183573016,1.424687233
Row3664,Non-binders,1.7448,58.675,88.27566361,43.07,200.245,0,4,0,4,15,27,0,0,2,2,0,0,1,0,0,1,0,0,0.181818182,8.321870098,4.863479732,3.164209455,2.026478912,1.282797257,4.863479732,3.164209455,2.026478912,1.282797257,-1.97,9.57988572,5.046466055,3.016515733
Row3665,Non-binders,-0.3646,61.6656,97.36406188,96.61,241.272,4,4,1,7,16,27,0,0,1,1,0,0,0,0,0,1,0,0,0.111111111,9.082313175,4.752481453,3.233653339,1.651203542,0.940943863,4.344233162,2.793826934,1.549141469,0.889912827,-2.02,12.05153076,5.762473667,4.009304875
Row3666,Non-binders,2.1124,64.7997,93.62050557,27.63,225.292,1,1,0,5,15,27,0,0,1,1,0,0,0,0,0,1,0,0,0.2,9.383887881,4.76313671,3.504878047,1.72885976,1.035064635,4.354888419,3.118179716,1.521388432,0.877967582,-1.49,11.58401925,5.405497425,4.033201353
Row3667,Non-binders,0.021,57.851,92.87815204,60.25,222.248,0,6,0,6,16,30,0,0,3,1,1,2,1,1,2,0,0,0,0.7,9.055098431,5.710854307,4.136563176,3.038055437,2.163649487,5.710854307,4.136563176,3.038055437,2.163649487,-1.59,9.622864586,3.768508624,1.538101545
Row3668,Non-binders,2.0744,56.8292,92.41931288,68.27,220.228,1,4,1,5,16,28,0,0,2,2,0,0,2,0,0,0,0,0,0.272727273,8.895573106,5.097607922,3.309605195,2.042376114,1.246198134,5.097607922,3.309605195,2.042376114,1.246198134,-2.04,10.47688639,4.653141795,2.131782593
Row3669,Non-binders,1.28047,62.0109,97.52299133,75.32,232.239,2,4,1,5,17,29,0,0,2,2,0,0,1,0,0,1,0,0,0.166666667,9.534145948,5.040129012,3.472079609,2.445126749,1.54857409,5.040129012,3.472079609,2.445126749,1.54857409,-2.3,11.1933263,4.288212463,1.989828009
Row3670,Non-binders,2.45804,69.031,106.8066782,52.83,246.314,0,5,0,5,18,36,0,0,2,2,0,0,2,0,0,0,0,0,0.461538462,11.05047382,6.205973921,4.270688715,2.600437705,1.684846372,6.205973921,4.270688715,2.600437705,1.684846372,-1.91,12.54441457,5.619055998,2.853007043
Row3671,Non-binders,0.65104,39.3672,64.56788941,55.13,154.169,1,3,1,4,11,21,0,0,1,1,0,0,1,0,0,0,0,0,0.428571429,6.763710176,3.314429274,2.278294746,1.487494442,0.932155788,3.314429274,2.278294746,1.487494442,0.932155788,-1.32,7.783305785,2.735709449,1.239105055
Row3672,Non-binders,0.7029,54.2763,91.7309475,83.47,249.675,2,3,0,7,15,23,0,0,1,1,0,0,0,0,0,1,0,0,0.125,9.047104615,5.74789651,4.879053079,3.153808818,2.149217855,3.88676879,2.675664068,1.519797987,0.874236545,-1.11,11.96199424,4.606245282,3.502932727
Row3673,Non-binders,0.101,54.5721,91.81229725,102.95,227.224,1,6,1,8,16,29,0,0,1,1,0,0,1,0,0,0,0,0,0.625,9.298056304,4.626271846,4.297435098,1.507706076,1.049565884,4.626271846,4.297435098,1.507706076,1.049565884,-1.99,12.08137759,4.251196765,3.635996597
Row3674,Non-binders,2.7368,73.6874,103.3821432,36.42,239.388,2,2,0,4,16,37,0,0,1,0,1,1,0,0,0,0,1,1,0.666666667,10.61326977,6.436742784,4.464549928,2.888855839,1.888448769,6.028494493,4.056301637,2.653231178,1.75947189,-0.9,13.16622517,8.275028214,5.854433625
Row3675,Non-binders,2.158,62.9498,95.69575629,40.54,219.284,1,2,1,3,16,33,1,1,2,1,1,1,0,1,1,1,0,0,0.461538462,9.896533609,5.46634172,5.146178464,3.5744753,2.142489986,5.46634172,5.146178464,3.5744753,2.142489986,-1.35,11.14485041,3.320006726,1.429999542
Row3676,Non-binders,1.5822,69.7252,106.0298129,45.23,249.339,1,3,1,5,17,32,0,0,2,1,1,1,1,1,1,0,0,0,0.416666667,10.37235534,6.182973626,4.435383771,3.147726027,2.117690556,5.774725336,4.04868544,2.787465064,1.842418667,-1.49,11.97988023,5.72396922,3.231190597
Row3677,Non-binders,1.00284,49.203,72.82889697,30.18,166.224,0,2,0,3,12,26,0,0,1,1,0,0,1,0,0,0,0,0,0.444444444,7.95737602,3.902522308,3.185108221,1.870628154,1.123327288,3.902522308,3.185108221,1.870628154,1.123327288,-1.25,8.843023256,3.009259259,1.494888889
Row3678,Non-binders,2.79511,55.1937,83.2271216,39.58,192.287,1,2,0,3,13,25,0,0,1,1,0,0,1,0,0,0,0,0,0.4,8.879065248,4.646639405,3.431282616,2.579966202,1.927460653,4.238391115,3.023034325,2.273779984,1.575630888,-1.14,9.944317032,3.714227614,1.631341246
Row3679,Non-binders,1.9058,65.6625,99.24395271,49.33,237.324,2,3,0,4,16,31,3,3,2,1,1,1,0,1,1,1,0,0,0.416666667,9.906115692,6.385179162,5.185317277,4.314707987,3.201939703,5.336424372,4.010782823,2.885476753,1.857049985,-1,11.484375,4.888429752,2.387755102
Row3680,Non-binders,0.91449,45.2641,72.77851499,72.77,182.208,2,5,0,6,12,18,0,0,2,2,0,0,2,0,0,0,0,0,0,6.83682143,3.660166723,2.5863682,1.733978478,1.016409982,3.251918433,2.199669869,1.445995037,0.88429806,-1.56,7.108736858,2.488016528,0.927774886
Row3681,Non-binders,2.3932,63.931,93.29317755,33.45,215.252,0,3,0,3,16,29,0,0,3,2,1,1,1,1,1,1,0,0,0.307692308,8.978888647,5.623135304,4.140990003,3.074883708,2.314132138,5.623135304,4.140990003,3.074883708,2.314132138,-1.77,9.455566402,3.667028951,1.48479111
